SKU,UOM1,UOM2,UOM3,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster
G0-661228,EX,CJ,PT,15,10,9,1350,2688,8912,2688,High Movement,1
G0-661235,EX,CJ,PT,15,10,10,1500,3990,20421,3990,High Movement,3
G0-661242,EX,CJ,PT,15,10,9,1350,3636,17930,3636,High Movement,3
G0-661280,EX,CJ,PT,15,10,9,1350,2399,7999,2399,High Movement,1
G0-661204,EX,CJ,PT,15,10,9,1350,3593,18038,3593,High Movement,3
G0-661716,UN,CJ,PT,12,6,6,432,127,2601,127,Low Movement,0
G0-666711,EX,CJ,PT,15,10,9,1350,2220,8490,2220,High Movement,1
G0-666919,EX,CJ,PT,15,10,9,1350,1977,8344,1977,High Movement,1
G0-668166,EX,CJ,PT,15,10,9,1350,301,931,301,Medium Movement,0
G0-668173,EX,CJ,PT,15,10,9,1350,1997,5762,1997,High Movement,1
G0-668104,EX,CJ,PT,15,10,9,1350,2403,7234,2403,High Movement,1
G0-668487,UN,CJ,PT,4,8,8,256,766,25149,766,High Movement,0
G0-668500,UN,CJ,PT,15,4,13,780,453,12337,453,Medium Movement,0
G0-668616,UN,CJ,PT,15,4,13,780,282,8022,282,Medium Movement,0
G0-668623,UN,CJ,PT,15,4,13,780,347,8959,347,Medium Movement,0
G0-668630,UN,CJ,PT,15,4,13,780,221,5382,221,Medium Movement,0
G0-668784,UN,CJ,PT,1,1,1,1,2097,138004,2097,High Movement,1
G097821170,UN,CJ,PT,12,9,9,972,610,10401,610,Medium Movement,0
G097821441,UN,CJ,PT,13,7,7,637,530,8153,530,Medium Movement,0
GM-3572,UN,CJ,PT,13,11,11,1573,3573,106695,3573,High Movement,3
GM-3619,UN,CJ,PT,17,14,13,3094,2198,44130,2198,High Movement,1
GM-3633,UN,CJ,PT,24,16,16,6144,1418,15531,1418,High Movement,1
H3-22129,UN,CJ,PT,22,15,11,3630,1077,24663,1077,High Movement,1
H3-22161,UN,CJ,PT,18,11,7,1386,1262,37276,1262,High Movement,1
H3-22176,UN,CJ,PT,11,9,6,594,1346,34048,1346,High Movement,1
H5-11236,UN,CJ,PT,1,1,1,1,51,1971,51,Low Movement,0
H5-115694,UN,CJ,PT,10,9,9,810,718,6395,718,High Movement,0
H5-11823,UN,CJ,PT,12,2,19,456,26,1183,26,Low Movement,0
H5-11045,UN,CJ,PT,12,2,19,456,49,2599,49,Low Movement,0
H5-12967,UN,CJ,PT,12,2,19,456,41,1945,41,Low Movement,0
H5-13318,UN,CJ,PT,12,2,19,456,38,1628,38,Low Movement,0
H5-1394317,UN,CJ,PT,30,7,20,4200,1388,23988,1388,High Movement,1
H5-141781,UN,CJ,PT,23,4,15,1380,243,3443,243,Medium Movement,0
H5-15127,UN,CJ,PT,1,1,1,1,267,3502,267,Medium Movement,0
H5-158975,UN,CJ,PT,1,1,1,1,194,2505,194,Medium Movement,0
H5-262110,UN,CJ,PT,21,6,21,2646,138,1823,138,Low Movement,0
H5-26231,EX,CJ,PT,17,15,20,5100,2874,10267,2874,High Movement,1
H5-26247,UN,CJ,PT,25,15,6,2250,78,1047,78,Low Movement,0
H5-26301,UN,CJ,PT,11,2,19,418,62,2469,62,Low Movement,0
H5-26921,UN,CJ,PT,23,11,10,2530,52,675,52,Low Movement,0
H5-275418,UN,CJ,PT,26,10,9,2340,120,1638,120,Low Movement,0
H5-275012,UN,CJ,PT,20,17,7,2380,78,1160,78,Low Movement,0
H5-27904,UN,CJ,PT,16,4,15,960,651,6850,651,High Movement,0
H5-279058,UN,CJ,PT,16,4,15,960,505,5816,505,Medium Movement,0
H5-28664,UN,CJ,PT,12,2,19,456,40,1434,40,Low Movement,0
H5-35481,UN,CJ,PT,20,4,15,1200,51,740,51,Low Movement,0
H5-38111,UN,CJ,PT,9,8,8,576,58,1514,58,Low Movement,0
H5-38296,UN,CJ,PT,10,9,9,810,382,3341,382,Medium Movement,0
H5-38811,UN,CJ,PT,18,13,7,1638,30,444,30,Low Movement,0
H5-388171,UN,CJ,PT,15,5,17,1275,458,6124,458,Medium Movement,0
H5-38818,UN,CJ,PT,16,4,15,960,487,8097,487,Medium Movement,0
H538966111,UN,CJ,PT,16,4,15,960,383,6819,383,Medium Movement,0
H5-394812,UN,CJ,PT,30,7,20,4200,1296,28658,1296,High Movement,1
H5-395261,UN,CJ,PT,16,5,17,1360,466,7934,466,Medium Movement,0
H5-39802,UN,CJ,PT,1,1,1,1,23,432,23,Low Movement,0
H5-42372,EX,CJ,PT,1,1,1,1,339,711,339,Medium Movement,0
H5-44641,EX,CJ,PT,15,8,30,3600,4010,19522,4010,High Movement,3
H5-44661,EX,CJ,PT,1,1,1,1,910,2136,910,High Movement,0
H5-461811,UN,CJ,PT,13,20,3,780,112,1352,112,Low Movement,0
H5-51282,UN,CJ,PT,20,4,15,1200,212,2085,212,Medium Movement,0
H5-51283,UN,CJ,PT,20,6,15,1800,145,1404,145,Low Movement,0
H5-51284,UN,CJ,PT,10,9,10,900,283,2808,283,Medium Movement,0
H5-515099,UN,CJ,PT,19,12,5,1140,1394,13371,1394,High Movement,1
H5-518727,UN,CJ,PT,17,4,15,1020,855,13330,855,High Movement,0
H5-51093,UN,CJ,PT,19,4,15,1140,1457,19619,1457,High Movement,1
H5-51095,UN,CJ,PT,19,4,15,1140,663,8121,663,High Movement,0
H5-51098,UN,CJ,PT,19,4,15,1140,1106,12985,1106,High Movement,1
H5-51090,UN,CJ,PT,19,4,15,1140,1184,17360,1184,High Movement,1
H5-51002,UN,CJ,PT,19,4,15,1140,1837,21113,1837,High Movement,1
H5-51004,UN,CJ,PT,19,4,15,1140,1594,18630,1594,High Movement,1
H5-51005,UN,CJ,PT,19,4,15,1140,1496,17991,1496,High Movement,1
H5-51006,UN,CJ,PT,19,4,15,1140,1238,12775,1238,High Movement,1
H5-51008,UN,CJ,PT,5,20,20,2000,763,7986,763,High Movement,0
H5-52103,UN,CJ,PT,9,9,9,729,494,4236,494,Medium Movement,0
H5-52323,UN,CJ,PT,10,9,10,900,391,3213,391,Medium Movement,0
H5-52328,UN,CJ,PT,10,9,9,810,359,2971,359,Medium Movement,0
H5-52425,UN,CJ,PT,15,5,17,1275,528,7614,528,Medium Movement,0
H5-52661,UN,CJ,PT,21,13,5,1365,39,540,39,Low Movement,0
H5-52023,UN,CJ,PT,29,8,25,5800,1186,17401,1186,High Movement,1
H5-53111,UN,CJ,PT,19,4,15,1140,565,8486,565,Medium Movement,0
H5-53178,UN,CJ,PT,1,1,1,1,410,914,410,Medium Movement,0
H5-533261,UN,CJ,PT,10,9,9,810,361,3203,361,Medium Movement,0
H5-53801,UN,CJ,PT,21,4,16,1344,176,2358,176,Medium Movement,0
H5-53900,UN,CJ,PT,19,4,15,1140,366,5150,366,Medium Movement,0
H5-54111,UN,CJ,PT,21,14,4,1176,670,10208,670,High Movement,0
H5-54165,UN,CJ,PT,19,4,15,1140,1520,46668,1520,High Movement,1
H5-54193,UN,CJ,PT,25,16,4,1600,809,14097,809,High Movement,0
H5-548796,UN,CJ,PT,10,9,10,900,108,900,108,Low Movement,0
H5-54883,UN,CJ,PT,10,9,9,810,359,3169,359,Medium Movement,0
H5-54091,UN,CJ,PT,16,4,15,960,1244,14522,1244,High Movement,1
H5-551413,UN,CJ,PT,21,13,5,1365,64,706,64,Low Movement,0
H5-56384,UN,CJ,PT,20,13,3,780,376,5831,376,Medium Movement,0
H5-56385,UN,CJ,PT,23,16,4,1472,908,9981,908,High Movement,0
H5-56386,UN,CJ,PT,20,13,3,780,480,5636,480,Medium Movement,0
H5-56387,UN,CJ,PT,20,13,3,780,590,6954,590,Medium Movement,0
H5-56389,UN,CJ,PT,13,20,3,780,777,10449,777,High Movement,0
H5-58111,UN,CJ,PT,20,14,3,840,393,4765,393,Medium Movement,0
H5-58847,UN,CJ,PT,1,1,1,1,289,3359,289,Medium Movement,0
H5-59652,UN,CJ,PT,1,1,1,1,376,11486,376,Medium Movement,0
H5-5023111,UN,CJ,PT,20,4,15,1200,34,480,34,Low Movement,0
H5-50411,UN,CJ,PT,18,13,7,1638,56,1932,56,Low Movement,0
H592021148,UN,CJ,PT,15,5,17,1275,2267,43330,2267,High Movement,1
H592021163,UN,CJ,PT,15,5,17,1275,1098,18333,1098,High Movement,1
H592021189,UN,CJ,PT,16,5,17,1360,994,18092,994,High Movement,0
H592021105,UN,CJ,PT,16,5,17,1360,1072,18547,1072,High Movement,1
H592021239,UN,CJ,PT,17,7,12,1428,963,18935,963,High Movement,0
H5F2421188,UN,CJ,PT,20,13,5,1300,374,5359,374,Medium Movement,0
H5-F26051,UN,CJ,PT,22,11,10,2420,68,902,68,Low Movement,0
H5F2921179,UN,CJ,PT,20,4,15,1200,96,1734,96,Low Movement,0
H5F2921170,UN,CJ,PT,20,4,15,1200,35,590,35,Low Movement,0
H5F2921181,UN,CJ,PT,18,13,7,1638,15,204,15,Low Movement,0
H5F2921185,UN,CJ,PT,15,5,17,1275,307,4886,307,Medium Movement,0
H5F2921188,UN,CJ,PT,15,5,17,1275,219,3161,219,Medium Movement,0
H5F2921189,UN,CJ,PT,15,5,17,1275,339,4958,339,Medium Movement,0
H5F2921195,UN,CJ,PT,20,4,15,1200,76,1292,76,Low Movement,0
H5F2021169,UN,CJ,PT,21,16,7,2352,285,3773,285,Medium Movement,0
H5F2021193,UN,CJ,PT,21,16,7,2352,267,4007,267,Medium Movement,0
H5-F20541,UN,CJ,PT,18,13,7,1638,31,498,31,Low Movement,0
H5-F40811,UN,CJ,PT,20,4,15,1200,79,1277,79,Low Movement,0
H6-122119,EX, , ,1,1,1,1,2,20,2,Low Movement,0
H6-715796,UN, , ,1,1,1,1,29,632,29,Low Movement,0
H6-725658,UN, , ,1,1,1,1,10,336,10,Low Movement,0
H6-746417,UN, , ,1,1,1,1,24,354,24,Low Movement,0
H6-749036,UN, , ,1,1,1,1,5,15,5,Low Movement,0
H9-515528,UN,PT, ,1,1,1,1,151,3431,151,Medium Movement,0
HF-24576,UN,CJ,PT,15,12,12,2160,1,6,1,Low Movement,0
HF-24583,UN,CJ,PT,15,12,12,2160,5,31,5,Low Movement,0
HF-24584,UN,CJ,PT,15,12,12,2160,6,37,6,Low Movement,0
HF-24585,UN,CJ,PT,15,12,12,2160,24,162,24,Low Movement,0
HF-25612,UN,CJ,PT,15,12,11,1980,5,54,5,Low Movement,0
HF-25613,UN,CJ,PT,15,11,12,1980,8,102,8,Low Movement,0
HF-25610,UN,CJ,PT,16,12,12,2304,6,66,6,Low Movement,0
HF-25621,UN,CJ,PT,16,12,11,2112,6,96,6,Low Movement,0
HF-25642,UN,CJ,PT,15,12,11,1980,53,674,53,Low Movement,0
HF-25646,UN,CJ,PT,15,11,12,1980,70,1026,70,Low Movement,0
HF-26200,UN,CJ,PT,11,5,5,275,70,940,70,Low Movement,0
HF-27105,UN,CJ,PT,1,1,1,1,41,328,41,Low Movement,0
HF-49830,UN,CJ,PT,1,1,1,1,14,84,14,Low Movement,0
HF-58589,UN,CJ,PT,22,18,10,3960,22,252,22,Low Movement,0
HF-58594,UN,CJ,PT,25,18,11,4950,67,570,67,Low Movement,0
HF-72143,UN,CJ,PT,43,27,7,8127,85,1067,85,Low Movement,0
HF-72144,UN,CJ,PT,22,14,7,2156,314,5347,314,Medium Movement,0
HF-81570,UN,CJ,PT,40,32,5,6400,103,1342,103,Low Movement,0
HF-81582,UN,CJ,PT,39,32,5,6240,90,1383,90,Low Movement,0
HF-86892,UN,CJ,PT,1,1,1,1,12,102,12,Low Movement,0
HF-87109,UN,CJ,PT,1,1,1,1,18,138,18,Low Movement,0
HF-87487,UN,CJ,PT,18,6,11,1188,64,776,64,Low Movement,0
HF-87488,UN,CJ,PT,37,20,7,5180,244,3392,244,Medium Movement,0
HF-87407,UN,CJ,PT,1,1,1,1,39,320,39,Low Movement,0
HF-88238,UN,CJ,PT,37,22,7,5698,182,3032,182,Medium Movement,0
HF-88242,UN,CJ,PT,36,22,7,5544,91,1478,91,Low Movement,0
HF-88255,UN,CJ,PT,22,14,7,2156,86,1018,86,Low Movement,0
HF-88256,UN,CJ,PT,22,14,7,2156,204,3148,204,Medium Movement,0
HF-88369,UN,CJ,PT,1,1,1,1,55,396,55,Low Movement,0
HF-80229,UN,CJ,PT,16,7,14,1568,3,6,3,Low Movement,0
HF-80681,UN,CJ,PT,43,27,6,6966,223,3212,223,Medium Movement,0
HF-80683,UN,CJ,PT,44,27,6,7128,72,946,72,Low Movement,0
HF-92096,UN,CJ,PT,15,5,5,375,1,6,1,Low Movement,0
I2-12022,UN,CJ,PT,5,26,16,2080,13,64,13,Low Movement,0
I2-14361,UN,CJ,PT,4,23,11,1012,155,833,155,Medium Movement,0
I2-15858,UN,CJ,PT,14,9,9,1134,70,587,70,Low Movement,0
I2-15859,UN,CJ,PT,14,9,9,1134,66,551,66,Low Movement,0
I2-16615,UN,CJ,PT,1,16,10,160,7,90,7,Low Movement,0
I2-16616,UN,CJ,PT,5,20,10,1000,8,120,8,Low Movement,0
I2-18039,UN,CJ,PT,11,7,5,385,394,13243,394,Medium Movement,0
I2-18030,UN,CJ,PT,11,7,5,385,333,10348,333,Medium Movement,0
I2-18044,UN,CJ,PT,11,7,5,385,436,14887,436,Medium Movement,0
I2-21041,EX,CJ,PT,14,7,24,2352,32,49,32,Low Movement,0
I2-22111,UN,CJ,PT,21,4,11,924,1,12,1,Low Movement,0
I2-24111,UN,CJ,PT,5,20,10,1000,167,1420,167,Medium Movement,0
I2-24342,UN,CJ,PT,4,23,12,1104,76,1166,76,Low Movement,0
I2-24521,UN,CJ,PT,3,19,13,741,130,1804,130,Low Movement,0
I2-25221,UN,CJ,PT,4,20,9,720,11,116,11,Low Movement,0
I2-20146,UN,CJ,PT,11,8,11,968,30,409,30,Low Movement,0
I2-20246,UN,CJ,PT,21,13,2,546,32,576,32,Low Movement,0
I2-20716,EX,CJ,PT,19,8,19,2888,163,290,163,Medium Movement,0
I2-20720,EX,PT, ,22,13,18,5148,80,156,80,Low Movement,0
I2-31111,EX,CJ,PT,8,18,19,2736,152,201,152,Medium Movement,0
I2-32321,UN,CJ,PT,4,19,10,760,58,639,58,Low Movement,0
I2-32414,UN,CJ,PT,4,20,10,800,25,714,25,Low Movement,0
I2-33111,EX,CJ,PT,8,18,19,2736,98,153,98,Low Movement,0
I2-33211,EX,CJ,PT,18,8,19,2736,78,155,78,Low Movement,0
I2-33611,EX,CJ,PT,18,10,14,2520,56,116,56,Low Movement,0
I2-34039,UN,CJ,PT,17,20,2,680,11,173,11,Low Movement,0
I2-35013,EX,CJ,PT,7,16,25,2800,337,468,337,Medium Movement,0
I2-35088,UN,CJ,PT,3,18,12,648,41,388,41,Low Movement,0
I2-38131,UN,CJ,PT,3,18,12,648,30,303,30,Low Movement,0
I2-38215,UN,CJ,PT,3,20,11,660,19,139,19,Low Movement,0
I2-38217,UN,CJ,PT,3,20,11,660,25,206,25,Low Movement,0
I2-42951,UN,CJ,PT,24,6,11,1584,20,186,20,Low Movement,0
I2-51111,EX,CJ,PT,11,11,23,2783,4,4,4,Low Movement,0
I2-55111,EX,CJ,PT,10,19,28,5320,37,112,37,Low Movement,0
I2-633008,UN,CJ,PT,5,20,15,1500,14,120,14,Low Movement,0
I2-638842,UN,CJ,PT,14,12,12,2016,82,781,82,Low Movement,0
I2-76311,EX,CJ,PT,18,7,15,1890,54,64,54,Low Movement,0
I2-81113,EX,CJ,PT,5,18,8,720,243,501,243,Medium Movement,0
I2-81114,EX,CJ,PT,5,18,8,720,189,394,189,Medium Movement,0
I2-81127,EX,CJ,PT,5,18,8,720,258,545,258,Medium Movement,0
I2-81128,EX,CJ,PT,5,18,8,720,202,484,202,Medium Movement,0
I2-81136,EX,CJ,PT,9,29,15,3915,234,609,234,Medium Movement,0
I2-81137,EX,CJ,PT,9,29,15,3915,133,342,133,Low Movement,0
I2-81138,EX,CJ,PT,9,29,15,3915,172,471,172,Medium Movement,0
I2-83171,EX,CJ,PT,9,9,18,1458,223,425,223,Medium Movement,0
I2-83179,EX,CJ,PT,9,9,18,1458,178,322,178,Medium Movement,0
I2-83181,EX,CJ,PT,9,9,18,1458,200,396,200,Medium Movement,0
I2-83446,EX,CJ,PT,9,9,18,1458,133,250,133,Low Movement,0
I2-83447,EX,CJ,PT,9,9,18,1458,136,263,136,Low Movement,0
I2-89112,EX,CJ,PT,9,9,18,1458,310,493,310,Medium Movement,0
I2-80393,EX,CJ,PT,8,19,26,3952,2,2,2,Low Movement,0
I2-91112,EX,CJ,PT,9,9,18,1458,132,189,132,Low Movement,0
I291316178,EX,CJ,PT,7,30,15,3150,673,880,673,High Movement,0
I291316244,UN,CJ,PT,2,16,19,608,7,115,7,Low Movement,0
I291316252,UN,CJ,PT,16,3,15,720,12,162,12,Low Movement,0
I291316285,EX,CJ,PT,9,29,15,3915,875,1394,875,High Movement,0
I291316525,UN,CJ,PT,4,23,11,1012,550,2456,550,Medium Movement,0
I291316533,UN,CJ,PT,4,23,11,1012,730,3883,730,High Movement,0
I291316582,EX,CJ,PT,17,8,25,3400,2796,5469,2796,High Movement,1
I292316705,UN,CJ,PT,5,26,16,2080,28,181,28,Low Movement,0
I294116120,UN,CJ,PT,13,10,13,1690,9,245,9,Low Movement,0
I294316134,UN,CJ,PT,4,20,9,720,7,111,7,Low Movement,0
I294316142,UN,CJ,PT,4,20,9,720,24,376,24,Low Movement,0
I294416132,UN,CJ,PT,5,20,10,1000,144,2046,144,Low Movement,0
I29A216138,UN,CJ,PT,3,17,13,663,93,1379,93,Low Movement,0
I490761125,UN,CJ,PT,8,8,7,448,5282,390479,5282,High Movement,3
I490761174,UN,CJ,PT,11,8,8,704,462,15261,462,Medium Movement,0
I490761258,UN,CJ,PT,11,8,8,704,4475,289674,4475,High Movement,3
I7-11977,UN,CJ,PT,7,6,7,294,6,186,6,Low Movement,0
I7-119770,UN,CJ,PT,7,6,6,252,8,240,8,Low Movement,0
I7-12227,UN,CJ,PT,1,1,1,1,211,3285,211,Medium Movement,0
I7-13336,UN,CJ,PT,1,1,1,1,171,2638,171,Medium Movement,0
I7-14103,UN,CJ,PT,21,6,6,756,93,2316,93,Low Movement,0
I7-14445,UN,CJ,PT,1,1,1,1,207,3237,207,Medium Movement,0
I7-148942,UN,CJ,PT,11,8,8,704,163,6036,163,Medium Movement,0
I7-148023,UN,CJ,PT,12,8,8,768,27,426,27,Low Movement,0
I7-148054,UN,CJ,PT,12,8,8,768,126,1800,126,Low Movement,0
I7-149110,UN,CJ,PT,12,8,8,768,56,2130,56,Low Movement,0
I7-152344,UN,CJ,PT,12,8,8,768,251,4546,251,Medium Movement,0
I7-15554,UN,CJ,PT,1,1,1,1,105,1526,105,Low Movement,0
I7-15864,EX,CJ,PT,1,1,1,1,3,17,3,Low Movement,0
I7-158644,EX,CJ,PT,1,1,1,1,4,23,4,Low Movement,0
I7-16662,UN,CJ,PT,10,9,9,810,12,181,12,Low Movement,0
I7-172327,UN,CJ,PT,24,6,8,1152,643,14748,643,High Movement,0
I7-172337,UN,CJ,PT,25,7,9,1575,1033,20338,1033,High Movement,1
I7-1723434,UN,CJ,PT,32,15,17,8160,754,5343,754,High Movement,0
I7-172375,UN,CJ,PT,28,10,15,4200,817,13332,817,High Movement,0
I7-172397,UN,CJ,PT,30,10,12,3600,887,16698,887,High Movement,0
I7-176197,UN,CJ,PT,30,10,12,3600,353,4726,353,Medium Movement,0
I7-170137,UN,CJ,PT,25,7,9,1575,1808,52706,1808,High Movement,1
I7-1701722,UN,CJ,PT,32,15,17,8160,1263,10402,1263,High Movement,1
I7-170175,UN,CJ,PT,27,10,12,3240,1326,24569,1326,High Movement,1
I7-170197,UN,CJ,PT,30,10,12,3600,1749,44195,1749,High Movement,1
I7-170497,UN,CJ,PT,31,10,12,3720,167,2266,167,Medium Movement,0
I7-18476,UN,CJ,PT,12,8,8,768,30,366,30,Low Movement,0
I7-18513,UN,CJ,PT,12,7,14,1176,89,844,89,Low Movement,0
I7-19778,UN,CJ,PT,6,6,7,252,17,504,17,Low Movement,0
I7-19782,UN,CJ,PT,6,9,9,486,18,558,18,Low Movement,0
I7-10111,EX,CJ,PT,1,1,1,1,4,18,4,Low Movement,0
I7-369755,UN,CJ,PT,7,7,7,343,6291,527029,6291,High Movement,3
I7-48944,UN,CJ,PT,11,8,8,704,237,4272,237,Medium Movement,0
I7-48906,UN,CJ,PT,11,8,8,704,241,5472,241,Medium Movement,0
I7-48907,UN,CJ,PT,11,8,8,704,289,5373,289,Medium Movement,0
I7-49221,UN,CJ,PT,11,8,8,704,262,4308,262,Medium Movement,0
I7-49465,UN,CJ,PT,26,8,11,2288,107,1898,107,Low Movement,0
I7-49882,UN,CJ,PT,1,1,1,1,209,2950,209,Medium Movement,0
I7-49883,UN,CJ,PT,1,1,1,1,183,2495,183,Medium Movement,0
I7-49884,UN,CJ,PT,1,1,1,1,119,1650,119,Low Movement,0
I7-49885,UN,CJ,PT,1,1,1,1,179,2393,179,Medium Movement,0
I7-56640,UN,CJ,PT,14,8,8,896,145,1916,145,Low Movement,0
I7-56651,UN,CJ,PT,13,8,8,832,621,8937,621,High Movement,0
I7-56652,UN,CJ,PT,13,8,8,832,294,4114,294,Medium Movement,0
I7-56653,UN,CJ,PT,13,8,8,832,374,5352,374,Medium Movement,0
I7-56655,UN,CJ,PT,13,8,8,832,141,1905,141,Low Movement,0
I7-56650,UN,CJ,PT,13,8,8,832,660,9916,660,High Movement,0
I7-66215,EX,CJ,PT,1,1,1,1,1930,4189,1930,High Movement,1
I7-66216,EX,CJ,PT,1,1,1,1,2523,8072,2523,High Movement,1
I7-66217,EX,CJ,PT,28,11,17,5236,4085,18794,4085,High Movement,3
I7-66851,UN,CJ,PT,1,1,1,1,7,28,7,Low Movement,0
I7-68318,UN,CJ,PT,12,8,8,768,70,935,70,Low Movement,0
I7-71012,UN,CJ,PT,19,6,10,1140,2413,39633,2413,High Movement,1
I7-71013,UN,CJ,PT,19,8,8,1216,557,8996,557,Medium Movement,0
I7-71014,UN,CJ,PT,20,6,10,1200,498,10814,498,Medium Movement,0
I7-71015,UN,CJ,PT,20,6,10,1200,613,12132,613,Medium Movement,0
I7-71016,UN,CJ,PT,20,6,10,1200,701,13410,701,High Movement,0
I7-71017,UN,CJ,PT,19,6,10,1140,604,13284,604,Medium Movement,0
I7-72615,UN,CJ,PT,33,16,18,9504,698,40677,698,High Movement,0
I7-76145,UN,CJ,PT,32,15,17,8160,79,396,79,Low Movement,0
I7-76621,EX,CJ,PT,1,1,1,1,1,1,1,Low Movement,0
I7-70115,UN,CJ,PT,33,16,18,9504,1619,76690,1619,High Movement,1
I799514143,UN,CJ,PT,12,7,14,1176,8,94,8,Low Movement,0
I799514151,UN,CJ,PT,12,7,14,1176,266,4214,266,Medium Movement,0
I799514192,UN,CJ,PT,12,7,14,1176,493,8487,493,Medium Movement,0
I799514100,UN,CJ,PT,12,7,14,1176,89,1343,89,Low Movement,0
I799514218,UN,CJ,PT,12,7,14,1176,164,2499,164,Medium Movement,0
I799514234,UN,CJ,PT,12,7,14,1176,382,7697,382,Medium Movement,0
I799514242,UN,CJ,PT,12,7,14,1176,234,4988,234,Medium Movement,0
I799514416,UN,CJ,PT,12,7,14,1176,237,3982,237,Medium Movement,0
I799514424,UN,CJ,PT,12,7,14,1176,443,7362,443,Medium Movement,0
I7-A71236,UN,CJ,PT,12,6,17,1224,159,3233,159,Medium Movement,0
I7-A71237,UN,CJ,PT,12,6,17,1224,423,8803,423,Medium Movement,0
I7-A71238,UN,CJ,PT,12,6,17,1224,442,11067,442,Medium Movement,0
I7-A71243,EX,CJ,PT,33,11,18,6534,1635,8258,1635,High Movement,1
I7-A71244,EX,CJ,PT,33,11,18,6534,2334,13361,2334,High Movement,1
I7-A71245,EX,CJ,PT,33,11,18,6534,2196,12639,2196,High Movement,1
I7-DASN16,UN,CJ,PT,1,1,1,1,4,4,4,Low Movement,0
I7I1914134,UN,CJ,PT,22,6,7,924,297,5178,297,Medium Movement,0
I7I1914175,UN,CJ,PT,25,8,8,1600,270,4946,270,Medium Movement,0
I7I1914183,UN,CJ,PT,22,5,9,990,354,6129,354,Medium Movement,0
I7I2214120,UN,CJ,PT,11,7,7,539,197,7068,197,Medium Movement,0
I7I2214245,UN,CJ,PT,17,16,16,4352,15,436,15,Low Movement,0
I7I2214369,UN,CJ,PT,18,16,16,4608,10,416,10,Low Movement,0
I7I2214518,UN,CJ,PT,9,9,5,405,149,6522,149,Medium Movement,0
I7I2214526,UN,CJ,PT,8,7,7,392,276,9306,276,Medium Movement,0
I7I2214534,UN,CJ,PT,12,10,10,1200,139,2463,139,Low Movement,0
I7I2214542,UN,CJ,PT,13,8,8,832,148,5412,148,Medium Movement,0
I7I2214625,UN,CJ,PT,12,8,8,768,51,680,51,Low Movement,0
I7I2214667,UN,CJ,PT,7,7,7,343,66,15840,66,Low Movement,0
I7I2214682,UN,CJ,PT,18,16,16,4608,38,1108,38,Low Movement,0
I7-I229261,UN,CJ,PT,9,6,6,324,481,17223,481,Medium Movement,0
I7I2317121,UN,CJ,PT,19,8,7,1064,259,3622,259,Medium Movement,0
I7I2317139,UN,CJ,PT,16,6,6,576,235,6576,235,Medium Movement,0
I7I2317147,UN,CJ,PT,19,7,8,1064,230,3316,230,Medium Movement,0
I7I2317155,UN,CJ,PT,19,8,7,1064,202,2955,202,Medium Movement,0
I7I2317162,UN,CJ,PT,14,6,6,504,147,3294,147,Low Movement,0
I9-713223,UN,CJ,PT,15,7,4,420,476,18090,476,Medium Movement,0
I9-713226,UN,CJ,PT,13,8,5,520,431,10059,431,Medium Movement,0
IS-12291,UN,CJ,PT,21,7,6,882,1004,31358,1004,High Movement,0
IS-2330,UN,CJ,PT,24,9,6,1296,160,1449,160,Medium Movement,0
IS-2375,UN,CJ,PT,11,6,10,660,402,7116,402,Medium Movement,0
IT-125219,UN,CJ,PT,9,12,6,648,16,144,16,Low Movement,0
IT-151850,UN,CJ,PT,7,6,6,252,256,4088,256,Medium Movement,0
IT-151867,UN,CJ,PT,7,6,6,252,158,2610,158,Medium Movement,0
IT-151881,UN,CJ,PT,1,1,1,1,29,468,29,Low Movement,0
IT-151041,UN,CJ,PT,7,6,6,252,131,1939,131,Low Movement,0
IT-162238,UN,CJ,PT,1,1,1,1,1,6,1,Low Movement,0
IT-40243,UN,CJ,PT,22,17,7,2618,170,1585,170,Medium Movement,0
IT-66243,UN,CJ,PT,21,7,14,2058,177,1483,177,Medium Movement,0
IT-66342,UN,CJ,PT,21,7,14,2058,169,1399,169,Medium Movement,0
IT-66441,UN,CJ,PT,21,7,14,2058,124,1064,124,Low Movement,0
IT-66816,UN,CJ,PT,21,7,14,2058,44,396,44,Low Movement,0
IT-67240,UN,CJ,PT,11,11,5,605,277,2892,277,Medium Movement,0
IT-67349,UN,CJ,PT,10,11,6,660,161,1698,161,Medium Movement,0
K2-11133,UN,CJ,PT,12,7,7,588,31,472,31,Low Movement,0
K2-11166,UN,CJ,PT,12,9,8,864,324,4181,324,Medium Movement,0
K2-11176,UN,CJ,PT,13,8,8,832,273,3610,273,Medium Movement,0
K2-11804,UN,CJ,PT,12,7,7,588,198,2397,198,Medium Movement,0
K2-12811,UN,CJ,PT,1,1,1,1,65,1005,65,Low Movement,0
K2-12812,UN,CJ,PT,1,1,1,1,106,1380,106,Low Movement,0
K2-13207,UN,CJ,PT,1,1,1,1,151,2086,151,Medium Movement,0
K2-13439,UN,CJ,PT,11,7,7,539,59,533,59,Low Movement,0
K2-13611,UN,CJ,PT,18,8,4,576,96,1037,96,Low Movement,0
K2-13629,UN,CJ,PT,19,6,8,912,125,1461,125,Low Movement,0
